placette;fascine;type;espece;ID;numero;longueur touffe;largeur touffe;hauteur max feuille;nombre reprises;inflorescence;date;heure;operateur;remarques
15;2;;Carex nigra;CN142;7;4;4;15;4;oui;30/06/2025;NA;BG + FA;
15;2;;Carex nigra;CN143;8;0,5;0,5;11;0;oui;30/06/2025;NA;BG + FA;
15;2;;Carex nigra;CN144;9;6;0,5;10;3;oui;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA127;1;3;2,5;11,5;2;non;30/06/2025;NA;BG + FA;inflo carex, carex uniquement
16;1;;Eriophorum angustifolium;EA128;2;1,5;1,5;10;6;oui;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA129;3;2,5;1,5;11;9;oui;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA130;4;3;2,5;13;0;oui;30/06/2025;NA;BG + FA;melange
16;1;;Eriophorum angustifolium;EA131;5;5;2,5;12;7;oui;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA132;6;2;1,5;12,5;8;oui;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA133;7;3;2;13,5;3;non;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA134;8;6,5;3,5;12;4;non;30/06/2025;NA;BG + FA;
16;1;;Eriophorum angustifolium;EA135;9;4,5;3;16;2;non;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA136;1;0,5;0,5;14;0;non;30/06/2025;NA;BG + FA;carex uniquement
16;2;;Eriophorum angustifolium;EA137;2;4;3;14;1;non;30/06/2025;NA;BG + FA;inflo carex, carex uniquement
16;2;;Eriophorum angustifolium;EA138;3;0;0;0;3;non;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA139;4;4;2;13,5;7;oui;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA140;5;3;1,5;14,5;3;non;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA141;6;5;4;16;1;non;30/06/2025;NA;BG + FA;inflo carex, carex uniquement
16;2;;Eriophorum angustifolium;EA142;7;2;1;13;2;oui;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA143;8;1;0,5;9,5;0;non;30/06/2025;NA;BG + FA;
16;2;;Eriophorum angustifolium;EA144;9;0;0;0;0;non;30/06/2025;NA;BG + FA;
